545.94,0.41679
545.9401,0.41714
545.9402,0.4162
545.9403,0.41673
545.9404,0.41777
545.9405,0.41679
545.9406,0.41838
545.9407,0.41728
545.9408,0.41807
545.9409,0.41781
545.941,0.41771
545.9411,0.41651
545.9412,0.41811
545.9413,0.41752
545.9414,0.41813
545.9415,0.41828
545.9416,0.41952
545.9417,0.41844
545.9418,0.41563
545.9419,0.41732
545.942,0.41864
545.9421,0.41848
545.9422,0.4183
545.9423,0.42009
545.9424,0.41807
545.9425,0.41978
545.9426,0.417
545.9427,0.41923
545.9428,0.41917
545.9429,0.42251
545.943,0.42098
545.9431,0.4184
545.9432,0.42015
545.9433,0.42005
545.9434,0.42182
545.9435,0.42336
545.9436,0.42125
545.9437,0.41909
545.9438,0.4211
545.9439,0.42208
545.944,0.4231
545.9441,0.42389
545.9442,0.42255
545.9443,0.42495
545.9444,0.42432
545.9445,0.42387
545.9446,0.42509
545.9447,0.42696
545.9448,0.42566
545.9449,0.42767
545.945,0.42568
545.9451,0.42737
545.9452,0.42629
545.9453,0.42911
545.9454,0.42704
545.9455,0.42745
545.9456,0.4319
545.9457,0.4333
545.9458,0.4318
545.9459,0.43422
545.946,0.43038
545.9461,0.43314
545.9462,0.43196
545.9463,0.43304
545.9464,0.43735
545.9465,0.4353
545.9466,0.43983
545.9467,0.43936
545.9468,0.43812
545.9469,0.43786
545.947,0.43932
545.9471,0.43804
545.9472,0.44062
545.9473,0.44174
545.9474,0.4393
545.9475,0.4442
545.9476,0.44626
545.9477,0.44601
545.9478,0.44648
545.9479,0.44518
545.948,0.44855
545.9481,0.44831
545.9482,0.44957
545.9483,0.44988
545.9484,0.45118
545.9485,0.45496
545.9486,0.45195
545.9487,0.4539
545.9488,0.45154
545.9489,0.45705
545.949,0.45311
545.9491,0.45746
545.9492,0.456
545.9493,0.45762
545.9494,0.46144
545.9495,0.46033
545.9496,0.46889
545.9497,0.46907
545.9498,0.47066
545.9499,0.4659
545.95,0.46887
545.9501,0.46687
545.9502,0.46998
545.9503,0.47633
545.9504,0.4719
545.9505,0.4797
545.9506,0.47964
545.9507,0.48147
545.9508,0.47655
545.9509,0.48237
545.951,0.48255
545.9511,0.48011
545.9512,0.48558
545.9513,0.48275
545.9514,0.49237
545.9515,0.49526
545.9516,0.49062
545.9517,0.49064
545.9518,0.50067
545.9519,0.49628
545.952,0.49125
545.9521,0.49872
545.9522,0.49829
545.9523,0.50227
545.9524,0.50004
545.9525,0.50266
545.9526,0.51913
545.9527,0.50162
545.9528,0.5063
545.9529,0.51029
545.953,0.50746
545.9531,0.5124
545.9532,0.51008
545.9533,0.51112
545.9534,0.52867
545.9535,0.53172
545.9536,0.5317
545.9537,0.5366
545.9538,0.54072
545.9539,0.53037
545.954,0.53593
545.9541,0.53617
545.9542,0.53617
545.9543,0.53279
545.9544,0.53749
545.9545,0.54009
545.9546,0.55679
545.9547,0.5477
545.9548,0.55848
545.9549,0.55742
545.955,0.5524
545.9551,0.55301
545.9552,0.56681
545.9553,0.56411
545.9554,0.56559
545.9555,0.56405
545.9556,0.57216
545.9557,0.57887
545.9558,0.5599
545.9559,0.56856
545.956,0.56136
545.9561,0.58784
545.9562,0.57393
545.9563,0.58816
545.9564,0.57476
545.9565,0.5724
545.9566,0.58621
545.9567,0.58932
545.9568,0.58155
545.9569,0.57183
545.957,0.57023
545.9571,0.57173
545.9572,0.57417
545.9573,0.57175
545.9574,0.58674
545.9575,0.57129
545.9576,0.57395
545.9577,0.58206
545.9578,0.57806
545.9579,0.56244
545.958,0.57387
545.9581,0.56748
545.9582,0.57177
545.9583,0.56679
545.9584,0.57265
545.9585,0.57403
545.9586,0.55181
545.9587,0.5501
545.9588,0.54782
545.9589,0.54215
545.959,0.53839
545.9591,0.53532
545.9592,0.53076
545.9593,0.52879
545.9594,0.53062
545.9595,0.53115
545.9596,0.53765
545.9597,0.53753
545.9598,0.52879
545.9599,0.51854
545.96,0.51085
545.9601,0.5114
545.9602,0.51061
545.9603,0.49908
545.9604,0.4977
545.9605,0.50077
545.9606,0.49469
545.9607,0.49005
545.9608,0.49013
545.9609,0.482
545.961,0.49052
545.9611,0.48324
